id,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,sleep_efficiency,sleep_deficit,merge_date
4702921684,2016-04-17,1,591,612,96.56862745098039,-111,2016-04-17
4702921684,2016-04-18,1,293,312,93.91025641025641,187,2016-04-18
4702921684,2016-04-19,1,457,487,93.83983572895276,23,2016-04-19
4702921684,2016-04-20,1,454,468,97.00854700854701,26,2016-04-20
4702921684,2016-04-21,1,425,434,97.92626728110599,55,2016-04-21
4702921684,2016-04-23,1,465,475,97.89473684210527,15,2016-04-23
4702921684,2016-04-24,1,480,506,94.86166007905138,0,2016-04-24
4702921684,2016-04-25,1,370,380,97.36842105263158,110,2016-04-25
4702921684,2016-04-26,1,421,429,98.13519813519814,59,2016-04-26
4702921684,2016-04-27,1,432,449,96.21380846325167,48,2016-04-27
4702921684,2016-04-28,1,442,461,95.87852494577007,38,2016-04-28
4702921684,2016-04-29,1,433,447,96.86800894854586,47,2016-04-29
4702921684,2016-04-30,1,479,501,95.60878243512974,1,2016-04-30
4702921684,2016-05-03,1,327,373,87.66756032171583,153,2016-05-03
4702921684,2016-05-04,1,412,434,94.93087557603687,68,2016-05-04
4702921684,2016-05-05,1,414,428,96.72897196261682,66,2016-05-05
4702921684,2016-05-06,1,404,449,89.97772828507794,76,2016-05-06
4702921684,2016-05-07,1,520,543,95.76427255985267,-40,2016-05-07
4702921684,2016-05-09,1,435,458,94.97816593886463,45,2016-05-09
4702921684,2016-05-10,1,416,431,96.51972157772622,64,2016-05-10
4702921684,2016-05-11,1,354,366,96.72131147540983,126,2016-05-11
4702921684,2016-05-12,1,404,442,91.4027149321267,76,2016-05-12
5553957443,2016-04-12,1,441,464,95.04310344827587,39,2016-04-12
5553957443,2016-04-13,2,455,488,93.23770491803278,25,2016-04-13
5553957443,2016-04-14,1,357,418,85.4066985645933,123,2016-04-14
5553957443,2016-04-15,1,377,409,92.1760391198044,103,2016-04-15
5553957443,2016-04-16,2,651,686,94.89795918367348,-171,2016-04-16
5553957443,2016-04-17,1,350,402,87.06467661691542,130,2016-04-17
5553957443,2016-04-18,2,520,541,96.11829944547135,-40,2016-04-18
5553957443,2016-04-19,1,357,410,87.07317073170732,123,2016-04-19
5553957443,2016-04-20,1,658,678,97.05014749262537,-178,2016-04-20
5553957443,2016-04-21,1,399,431,92.5754060324826,81,2016-04-21
5553957443,2016-04-22,1,322,353,91.21813031161473,158,2016-04-22
5553957443,2016-04-23,2,631,725,87.0344827586207,-151,2016-04-23
5553957443,2016-04-24,2,553,640,86.40625,-73,2016-04-24
5553957443,2016-04-25,1,433,468,92.52136752136752,47,2016-04-25
5553957443,2016-04-26,1,412,453,90.94922737306842,68,2016-04-26
5553957443,2016-04-27,1,347,391,88.7468030690537,133,2016-04-27
5553957443,2016-04-28,1,421,457,92.12253829321662,59,2016-04-28
5553957443,2016-04-29,1,450,495,90.9090909090909,30,2016-04-29
5553957443,2016-04-30,2,775,843,91.93357058125741,-295,2016-04-30
5553957443,2016-05-01,2,622,686,90.67055393586006,-142,2016-05-01
5553957443,2016-05-02,1,409,471,86.83651804670913,71,2016-05-02
5553957443,2016-05-03,1,380,429,88.57808857808858,100,2016-05-03
5553957443,2016-05-04,1,447,470,95.1063829787234,33,2016-05-04
5553957443,2016-05-05,1,419,464,90.30172413793103,61,2016-05-05
5553957443,2016-05-06,1,400,434,92.16589861751152,80,2016-05-06
5553957443,2016-05-07,1,442,470,94.04255319148936,38,2016-05-07
5553957443,2016-05-08,1,568,608,93.42105263157895,-88,2016-05-08
5553957443,2016-05-09,1,453,494,91.7004048582996,27,2016-05-09
5553957443,2016-05-10,1,418,443,94.35665914221218,62,2016-05-10
5553957443,2016-05-11,1,463,486,95.26748971193416,17,2016-05-11
5553957443,2016-05-12,1,438,475,92.21052631578948,42,2016-05-12
5577150313,2016-04-12,1,419,438,95.662100456621,61,2016-04-12
5577150313,2016-04-13,1,432,458,94.32314410480349,48,2016-04-13
5577150313,2016-04-14,1,477,497,95.97585513078471,3,2016-04-14
5577150313,2016-04-15,1,392,413,94.91525423728814,88,2016-04-15
5577150313,2016-04-16,1,406,445,91.23595505617978,74,2016-04-16
5577150313,2016-04-17,1,549,583,94.16809605488851,-69,2016-04-17
5577150313,2016-04-18,1,527,553,95.29837251356238,-47,2016-04-18
5577150313,2016-04-19,1,449,465,96.55913978494624,31,2016-04-19
5577150313,2016-04-20,1,447,480,93.125,33,2016-04-20
5577150313,2016-04-21,1,414,437,94.73684210526315,66,2016-04-21
5577150313,2016-04-22,1,338,366,92.34972677595628,142,2016-04-22
5577150313,2016-04-23,1,384,402,95.52238805970148,96,2016-04-23
5577150313,2016-04-24,1,543,615,88.29268292682927,-63,2016-04-24
5577150313,2016-04-25,1,421,461,91.3232104121475,59,2016-04-25
5577150313,2016-04-26,1,354,377,93.89920424403184,126,2016-04-26
5577150313,2016-04-27,1,424,452,93.80530973451327,56,2016-04-27
5577150313,2016-04-28,1,361,372,97.04301075268818,119,2016-04-28
5577150313,2016-04-29,1,459,485,94.63917525773195,21,2016-04-29
5577150313,2016-04-30,1,412,433,95.1501154734411,68,2016-04-30
5577150313,2016-05-01,1,379,398,95.22613065326632,101,2016-05-01
5577150313,2016-05-02,2,525,553,94.9367088607595,-45,2016-05-02
5577150313,2016-05-03,1,508,543,93.55432780847146,-28,2016-05-03
5577150313,2016-05-04,1,603,634,95.11041009463722,-123,2016-05-04
5577150313,2016-05-05,1,74,78,94.87179487179486,406,2016-05-05
5577150313,2016-05-10,1,504,562,89.6797153024911,-24,2016-05-10
5577150313,2016-05-11,1,431,476,90.54621848739495,49,2016-05-11
6117666160,2016-04-16,1,380,398,95.47738693467338,100,2016-04-16
6117666160,2016-04-17,2,336,350,96.0,144,2016-04-17
6117666160,2016-04-18,2,493,510,96.66666666666667,-13,2016-04-18
6117666160,2016-04-19,1,465,492,94.51219512195121,15,2016-04-19
6117666160,2016-04-20,1,474,502,94.42231075697211,6,2016-04-20
6117666160,2016-04-21,1,508,550,92.36363636363636,-28,2016-04-21
6117666160,2016-04-22,1,480,546,87.91208791208791,0,2016-04-22
6117666160,2016-04-23,1,492,539,91.28014842300557,-12,2016-04-23
6117666160,2016-04-24,1,353,367,96.18528610354224,127,2016-04-24
6117666160,2016-04-27,1,542,557,97.30700179533214,-62,2016-04-27
6117666160,2016-04-28,1,393,416,94.47115384615384,87,2016-04-28
6117666160,2016-04-29,1,600,636,94.33962264150944,-120,2016-04-29
6117666160,2016-05-01,1,507,575,88.17391304347825,-27,2016-05-01
6117666160,2016-05-05,1,392,415,94.4578313253012,88,2016-05-05
6117666160,2016-05-06,2,658,698,94.26934097421203,-178,2016-05-06
6117666160,2016-05-07,2,498,507,98.22485207100591,-18,2016-05-07
6117666160,2016-05-08,1,555,603,92.03980099502488,-75,2016-05-08
6117666160,2016-05-09,1,492,522,94.25287356321839,-12,2016-05-09
6775888955,2016-04-13,1,235,260,90.38461538461539,245,2016-04-13
6775888955,2016-04-14,1,423,441,95.91836734693877,57,2016-04-14
6775888955,2016-04-15,1,391,406,96.30541871921181,89,2016-04-15
6962181067,2016-04-12,1,366,387,94.57364341085271,114,2016-04-12
6962181067,2016-04-13,3,630,679,92.78350515463917,-150,2016-04-13
6962181067,2016-04-14,2,508,535,94.95327102803738,-28,2016-04-14
6962181067,2016-04-15,1,370,386,95.85492227979275,110,2016-04-15
6962181067,2016-04-16,1,357,366,97.54098360655738,123,2016-04-16
6962181067,2016-04-17,1,427,446,95.73991031390135,53,2016-04-17
6962181067,2016-04-18,1,442,458,96.50655021834062,38,2016-04-18
6962181067,2016-04-19,1,476,535,88.97196261682242,4,2016-04-19
6962181067,2016-04-20,1,418,424,98.58490566037736,62,2016-04-20
6962181067,2016-04-21,1,451,457,98.6870897155361,29,2016-04-21
6962181067,2016-04-22,1,425,435,97.70114942528735,55,2016-04-22
6962181067,2016-04-23,1,528,546,96.7032967032967,-48,2016-04-23
6962181067,2016-04-24,1,511,514,99.41634241245137,-31,2016-04-24
6962181067,2016-04-25,1,400,415,96.3855421686747,80,2016-04-25
6962181067,2016-04-26,1,441,446,98.87892376681614,39,2016-04-26
6962181067,2016-04-27,1,455,467,97.4304068522484,25,2016-04-27
6962181067,2016-04-28,1,440,453,97.13024282560706,40,2016-04-28
6962181067,2016-04-29,1,433,447,96.86800894854586,47,2016-04-29
6962181067,2016-04-30,1,422,424,99.52830188679245,58,2016-04-30
6962181067,2016-05-01,1,411,426,96.47887323943662,69,2016-05-01
6962181067,2016-05-02,1,466,482,96.6804979253112,14,2016-05-02
6962181067,2016-05-03,1,394,418,94.25837320574163,86,2016-05-03
6962181067,2016-05-04,1,442,455,97.14285714285714,38,2016-05-04
6962181067,2016-05-05,1,467,491,95.11201629327903,13,2016-05-05
6962181067,2016-05-06,1,443,462,95.88744588744589,37,2016-05-06
6962181067,2016-05-07,1,298,334,89.22155688622755,182,2016-05-07
6962181067,2016-05-08,1,541,569,95.07908611599298,-61,2016-05-08
6962181067,2016-05-09,1,489,497,98.39034205231388,-9,2016-05-09
6962181067,2016-05-10,1,469,481,97.5051975051975,11,2016-05-10
6962181067,2016-05-11,1,452,480,94.16666666666667,28,2016-05-11
6962181067,2016-05-12,1,516,535,96.44859813084112,-36,2016-05-12
7007744171,2016-04-16,1,79,82,96.34146341463415,401,2016-04-16
7007744171,2016-05-01,1,58,61,95.08196721311475,422,2016-05-01
7086361926,2016-04-12,1,514,525,97.90476190476191,-34,2016-04-12
7086361926,2016-04-13,1,451,465,96.98924731182795,29,2016-04-13
7086361926,2016-04-14,1,472,476,99.15966386554622,8,2016-04-14
7086361926,2016-04-15,1,377,386,97.66839378238342,103,2016-04-15
7086361926,2016-04-19,1,472,483,97.72256728778468,8,2016-04-19
7086361926,2016-04-20,1,492,502,98.00796812749005,-12,2016-04-20
7086361926,2016-04-21,1,390,411,94.8905109489051,90,2016-04-21
7086361926,2016-04-22,1,428,448,95.53571428571429,52,2016-04-22
7086361926,2016-04-24,1,681,704,96.73295454545455,-201,2016-04-24
7086361926,2016-04-25,1,446,447,99.77628635346755,34,2016-04-25
7086361926,2016-04-26,1,485,500,97.0,-5,2016-04-26
7086361926,2016-04-27,1,469,479,97.91231732776617,11,2016-04-27
7086361926,2016-04-28,1,354,367,96.45776566757493,126,2016-04-28
7086361926,2016-04-30,1,485,489,99.18200408997954,-5,2016-04-30
7086361926,2016-05-01,1,388,407,95.33169533169533,92,2016-05-01
7086361926,2016-05-02,1,440,459,95.86056644880175,40,2016-05-02
7086361926,2016-05-03,1,456,461,98.91540130151843,24,2016-05-03
7086361926,2016-05-04,1,420,436,96.3302752293578,60,2016-05-04
7086361926,2016-05-06,1,322,333,96.69669669669669,158,2016-05-06
7086361926,2016-05-07,1,530,548,96.71532846715328,-50,2016-05-07
7086361926,2016-05-08,1,481,510,94.31372549019608,-1,2016-05-08
7086361926,2016-05-09,1,427,438,97.48858447488584,53,2016-05-09
7086361926,2016-05-11,1,451,463,97.40820734341253,29,2016-05-11
7086361926,2016-05-12,1,444,457,97.15536105032822,36,2016-05-12
8053475328,2016-04-20,1,486,493,98.58012170385395,-6,2016-04-20
8053475328,2016-04-23,1,331,337,98.21958456973294,149,2016-04-23
8053475328,2016-05-07,1,74,75,98.66666666666667,406,2016-05-07
8378563200,2016-04-12,1,338,356,94.9438202247191,142,2016-04-12
8378563200,2016-04-13,2,447,487,91.78644763860369,33,2016-04-13
8378563200,2016-04-14,1,424,455,93.18681318681318,56,2016-04-14
8378563200,2016-04-15,1,513,533,96.24765478424015,-33,2016-04-15
8378563200,2016-04-16,2,611,689,88.67924528301887,-131,2016-04-16
8378563200,2016-04-17,2,525,591,88.83248730964468,-45,2016-04-17
8378563200,2016-04-18,1,398,451,88.24833702882484,82,2016-04-18
8378563200,2016-04-19,1,387,421,91.92399049881234,93,2016-04-19
8378563200,2016-04-20,1,381,409,93.15403422982885,99,2016-04-20
8378563200,2016-04-21,1,396,417,94.96402877697841,84,2016-04-21
8378563200,2016-04-22,1,441,469,94.02985074626866,39,2016-04-22
8378563200,2016-04-23,1,565,591,95.60067681895093,-85,2016-04-23
8378563200,2016-04-24,1,458,492,93.08943089430895,22,2016-04-24
8378563200,2016-04-25,1,388,402,96.51741293532339,92,2016-04-25
8378563200,2016-04-26,1,550,584,94.17808219178082,-70,2016-04-26
8378563200,2016-04-27,1,531,600,88.5,-51,2016-04-27
8378563200,2016-04-28,1,506,556,91.00719424460432,-26,2016-04-28
8378563200,2016-04-29,1,527,562,93.77224199288257,-47,2016-04-29
8378563200,2016-04-30,1,468,555,84.32432432432432,12,2016-04-30
8378563200,2016-05-01,1,475,539,88.12615955473099,5,2016-05-01
8378563200,2016-05-02,1,351,385,91.16883116883116,129,2016-05-02
8378563200,2016-05-03,1,405,429,94.4055944055944,75,2016-05-03
8378563200,2016-05-04,1,441,477,92.45283018867924,39,2016-05-04
8378563200,2016-05-05,1,381,417,91.36690647482014,99,2016-05-05
8378563200,2016-05-06,1,323,355,90.98591549295774,157,2016-05-06
8378563200,2016-05-07,2,459,513,89.47368421052632,21,2016-05-07
8378563200,2016-05-08,1,545,606,89.93399339933993,-65,2016-05-08
8378563200,2016-05-09,1,359,399,89.97493734335839,121,2016-05-09
8378563200,2016-05-10,1,342,391,87.46803069053708,138,2016-05-10
8378563200,2016-05-11,1,368,387,95.09043927648578,112,2016-05-11
8378563200,2016-05-12,1,496,546,90.84249084249085,-16,2016-05-12
8792009665,2016-04-12,1,458,493,92.90060851926978,22,2016-04-12
8792009665,2016-04-13,1,531,552,96.19565217391305,-51,2016-04-13
8792009665,2016-04-14,1,486,503,96.62027833001989,-6,2016-04-14
8792009665,2016-04-15,1,363,377,96.28647214854111,117,2016-04-15
8792009665,2016-04-20,1,528,547,96.52650822669105,-48,2016-04-20
8792009665,2016-04-22,1,391,407,96.06879606879608,89,2016-04-22
8792009665,2016-04-23,1,339,360,94.16666666666667,141,2016-04-23
8792009665,2016-04-27,1,423,428,98.83177570093457,57,2016-04-27
8792009665,2016-04-28,1,402,416,96.63461538461539,78,2016-04-28
8792009665,2016-04-29,1,398,406,98.0295566502463,82,2016-04-29
8792009665,2016-04-30,1,343,360,95.27777777777777,137,2016-04-30
8792009665,2016-05-01,1,503,527,95.44592030360532,-23,2016-05-01
8792009665,2016-05-02,1,415,423,98.10874704491725,65,2016-05-02
8792009665,2016-05-03,1,516,545,94.67889908256882,-36,2016-05-03
8792009665,2016-05-04,1,439,463,94.81641468682506,41,2016-05-04
